role,date,input_cm,actual_et_cm,drainage_out_cm,storage_start_cm,storage_end_cm,storage_change_abs_cm,R_input,R_actual_et,R_drainage_out,R_storage_change_abs,Phi
median_dynamics_control,2003-06-17,0.20000000000000007,0.17917240345831503,0.022586870162615704,74.76125276379895,74.75949349617052,0.001759267628429484,0.7374429223744292,0.6831050228310502,0.6018264840182649,0.0045662100456621,0.5067351598173516
high_dynamics_day,2003-05-20,2.2300000000000177,0.11468910769777912,0.9069694038599311,77.6141771197134,78.82251847717113,1.2083413574577264,0.9917808219178083,0.5762557077625571,0.9954337899543378,0.9689497716894977,0.8831050228310502
